Title,Location,Company,Salary,Synopsis,Level,Experience,Date Posted
Sales Manager,Ras al-Khaimah,Leaap Gulf Logistics,None,"With its extensive integrated network, it can provide door-to-door management and control of your cargo supported by the highest level of communication and…",None,None,2021-03-11
Recreation Supervisor,Ras al-Khaimah,Hampton by Hilton,None,"What will it be like to work for Hilton? And, our amazing Team Members are at the heart of it all! It would be advantageous in this position for you to…",None,None,2021-03-12
Business Development Manager - Printing & Packaging Experien...,Ras al-Khaimah,Majan Printing & Packaging,None,This is not an exhaustive list of all the duties and responsibilities that may fall to the post holder but rather a sub-collection of it and shall have an…,None,10,2021-03-22
UAE National- Receptionist,Ras al-Khaimah,Al-Futtaim,None,"Direct Lexus guests to the concerned person or departments like service manager, service advisor, appointment staff, cashier, and the like.",None,None,2021-02-20
Security Team Member,Ras al-Khaimah,Hilton Garden Inn,None,"Execute duties as assigned by the General Manager, Security Manager, and Security Supervisor. Execute duties as assigned by the General Manager, Security…",None,None,2021-02-20
"RC RAK, Al Wadi Desert - Marketing Coordinator",Ras al-Khaimah,"Marriott International, Inc",None,"Monitor media kits and other Public Relations related material originating from the resorts for appropriateness, errors and whether it complements the brand.",None,None,2021-02-20
Stewarding Supervisor,Ras al-Khaimah,Hampton by Hilton,None,"What will it be like to work for Hilton? And, our amazing Team Members are at the heart of it all! Report faults, misused or damaged equipment issues to the…",None,None,2021-02-20
Electrician,Ras al-Khaimah,Hampton by Hilton,None,"What will it be like to work for Hilton? And, our amazing Team Members are at the heart of it all! As an Electrician, you will be expected to will repair,…",None,None,2021-02-20
Cluster Director of Revenue,Ras al-Khaimah,Doubletree by Hilton,None,"What will it be like to work for Hilton? And, our amazing Team Members are at the heart of it all! It would be advantageous in this position for you to…",None,None,2021-02-20
Waiter/Waitress,Ras al-Khaimah,WHR Solution,None,"Required to assist the Manager with achieving high scores on guest satisfaction surveys, recognising repeat guests and to do what it takes to ensure all…",None,None,2021-02-20
Kids Club Supervisor,Ras al-Khaimah,Hampton by Hilton,None,"What will it be like to work for Hilton? And, our amazing Team Members are at the heart of it all! It would be advantageous in this position for you to…",None,None,2021-02-20
"Security Engineer, Pre-Sales, UAE",Ras al-Khaimah,Vectra,None,"Pre-sales technical support and technical account management for Vectra's Regional Sales Managers. Willing and able to do ""whatever it takes"" with motivation to…",None,None,2021-02-20
Sales Executive,Umm al-Quwain City,Al Wahda Metal Industries LLC,None,"To maintain open, frank fair and honest communication to encourage positive exchange of ideas as it relates to individual/ company performance.",None,None,2021-03-01
